net,length_um
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.move_reg\[10\],15.2
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.move_reg\[7\],15.18
u_pe_array.u_fifo2.buffer\[4\]\[2\],15.18
_0841_,15.16
_2981_,15.16
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.move_reg\[6\],15.16
_1339_,15.1
_2060_,15.1
_1992_,15.095
_2337_,15.08
_0816_,15.06
_1006_,15.04
_1373_,15.04
_2753_,15.02
_2768_,15.02
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.move_reg\[10\],15.02
_1282_,14.98
_2391_,14.98
_2881_,14.98
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.move_reg\[9\],14.94
clknet_leaf_73_clk,14.9
_1675_,14.86
_2848_,14.86
u_pe_array.u_fifo2.buffer\[6\]\[2\],14.85
_1618_,14.84
_1656_,14.84
_2096_,14.84
_3160_,14.83
_3087_,14.8
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.w_buffer\[1\],14.8
_1012_,14.78
_2046_,14.78
_0448_,14.745
_0349_,14.725
_2354_,14.72
_1369_,14.66
v_in0[3],14.63
_1236_,14.62
net393,14.62
u_pe_array.u_fifo2.buffer\[6\]\[4\],14.6
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.move_reg\[12\],14.58
_1496_,14.56
_1654_,14.56
_1049_,14.54
_1306_,14.54
_2518_,14.54
_1406_,14.52
_2983_,14.52
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.psum_out\[12\],14.52
u_pe_array.u_fifo1.buffer\[3\]\[1\],14.52
_0231_,14.5
_2547_,14.5
net135,14.5
_2876_,14.48
_3109_,14.48
u_pe_array.u_fifo2.buffer\[4\]\[5\],14.48
_0026_,14.46
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.move_reg\[11\],14.46
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.w_buffer\[0\],14.46
net192,14.44
net430,14.4
_1642_,14.38
_1320_,14.32
_2196_,14.32
_1251_,14.3
_1930_,14.3
_2161_,14.3
_3040_,14.3
_3302_,14.3
_3313_,14.3
net100,14.3
net625,14.3
_0883_,14.28
_3090_,14.275
_1413_,14.24
_1202_,14.22
_1734_,14.22
_1738_,14.22
net808,14.22
_3154_,14.2
_1923_,14.18
_2191_,14.18
_2825_,14.18
_1045_,14.16
u_fsm.cnt\[2\],14.16
_2321_,14.14
_1500_,14.1
_1023_,14.08
_1749_,14.08
_2218_,14.08
net386,14.08
_1368_,14.06
_2624_,14.06
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.move_reg\[10\],14.06
net163,14.04
_2094_,14.025
_2660_,14.02
_2292_,14
_2867_,14
_3039_,13.98
_1939_,13.96
_0972_,13.94
_0341_,13.92
_1032_,13.92
_1573_,13.9
_3018_,13.9
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.psum_out\[0\],13.9
net170,13.88
_3006_,13.84
u_pe_array.u_fifo1.buffer\[1\]\[3\],13.84
_1611_,13.835
_3001_,13.82
_1598_,13.81
_2312_,13.78
_2675_,13.78
net160,13.76
_1301_,13.74
_2376_,13.74
u_pe_array.u_fifo1.buffer\[1\]\[0\],13.74
_1068_,13.725
_1704_,13.72
_2426_,13.71
_3026_,13.7
_2833_,13.69
_2406_,13.68
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.move_reg\[8\],13.68
u_pe_array.u_fifo2.buffer\[7\]\[0\],13.68
u_pe_array.u_fifo2.buffer\[3\]\[1\],13.66
_0495_,13.645
_0726_,13.64
_0974_,13.62
_2147_,13.62
_3002_,13.62
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.move_reg\[12\],13.58
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.psum_out\[4\],13.58
_2319_,13.56
_0132_,13.54
_0399_,13.54
_1113_,13.54
_2650_,13.54
_3057_,13.5
net83,13.5
_1192_,13.48
_2068_,13.48
_2152_,13.46
_2499_,13.44
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.move_reg\[7\],13.44
_1324_,13.435
_0773_,13.42
_1027_,13.42
_2334_,13.42
_1870_,13.4
_2808_,13.4
u_pe_array.u_fifo1.buffer\[2\]\[5\],13.385
_2230_,13.38
_1168_,13.36
_1444_,13.36
u_pe_array.u_fifo1.wr_ptr\[3\],13.36
_2038_,13.34
_1160_,13.32
_1239_,13.32
_2075_,13.32
_1059_,13.3
net78,13.28
net605,13.28
net727,13.28
_1776_,13.26
_1793_,13.26
_3138_,13.26
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.psum_out\[0\],13.26
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.psum_out\[11\],13.24
_2452_,13.225
_1288_,13.22
_1685_,13.22
_2204_,13.22
_0806_,13.2
_3148_,13.18
u_pe_array.u_fifo1.buffer\[5\]\[2\],13.18
_1948_,13.16
u_pe_array.u_fifo1.buffer\[3\]\[3\],13.16
net656,13.16
_0880_,13.14
_0905_,13.14
_2378_,13.14
net180,13.14
u_pe_array.u_fifo1.buffer\[2\]\[2\],13.105
_1944_,13.1
_0778_,13.08
_2437_,13.08
u_pe_array.u_fifo1.buffer\[4\]\[0\],13.08
_0018_,13.04
_1283_,13.02
_0109_,13.005
_0499_,13.005
_1746_,13
_1547_,12.98
_2940_,12.98
u_pe_array.u_fifo2.buffer\[2\]\[3\],12.98
_1737_,12.96
_2464_,12.96
net258,12.96
_1042_,12.94
_1909_,12.94
_2678_,12.92
_2686_,12.92
_2812_,12.92
u_pe_array.u_fifo1.buffer\[3\]\[4\],12.92
_1019_,12.9
_1623_,12.9
_2971_,12.9
net133,12.9
_0367_,12.88
_1591_,12.88
_2989_,12.88
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.move_reg\[11\],12.88
_0170_,12.86
_1082_,12.86
_2343_,12.86
_3025_,12.86
_0767_,12.84
_2875_,12.84
_1768_,12.82
_2221_,12.8
_2851_,12.8
_0047_,12.76
_0447_,12.76
_1269_,12.76
_1485_,12.76
_2425_,12.735
_1452_,12.72
_1548_,12.72
u_pe_array.u_fifo1.buffer\[5\]\[1\],12.72
_0196_,12.7
_1175_,12.7
_1341_,12.7
_1446_,12.7
_1905_,12.7
net820,12.7
_1191_,12.68
_1753_,12.68
_2933_,12.68
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.psum_out\[0\],12.675
_2382_,12.67
_2450_,12.66
_3097_,12.66
_1833_,12.64
_0258_,12.62
_0957_,12.62
_0965_,12.62
_1925_,12.62
_2370_,12.62
_2481_,12.62
psum_out1[5],12.62
_2159_,12.6
_3419_,12.58
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.psum_out\[3\],12.56
_1482_,12.54
u_pe_array.u_fifo1.buffer\[8\]\[10\],12.54
_1143_,12.535
_0939_,12.52
net658,12.52
_0116_,12.5
_0849_,12.5
_1425_,12.5
_1872_,12.5
_1907_,12.5
_2587_,12.5
_2677_,12.5
_2256_,12.48
_2596_,12.48
_0943_,12.47
_1883_,12.46
_2178_,12.46
net550,12.46
_0950_,12.44
_1508_,12.44
_1497_,12.42
_1662_,12.42
_2671_,12.42
_2913_,12.42
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.move_reg\[9\],12.42
u_pe_array.u_fifo1.buffer\[5\]\[3\],12.42
net544,12.4
_1328_,12.38
_1171_,12.34
_2039_,12.34
_2413_,12.34
_2634_,12.34
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.move_reg\[7\],12.34
u_pe_array.u_fifo2.buffer\[5\]\[3\],12.34
_0134_,12.32
_2428_,12.32
_0878_,12.3
_0932_,12.28
_1286_,12.28
_3050_,12.28
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.move_reg\[12\],12.28
u_pe_array.u_fifo1.buffer\[7\]\[7\],12.28
u_pe_array.u_fifo2.buffer\[1\]\[0\],12.28
_0420_,12.24
_0445_,12.24
_1104_,12.24
_1189_,12.24
_2062_,12.24
_2347_,12.22
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.move_reg\[6\],12.22
_1148_,12.2
_0285_,12.18
_3308_,12.18
_2374_,12.16
net347,12.16
_2666_,12.15
_0063_,12.14
_0081_,12.14
_1468_,12.14
_2609_,12.14
_3096_,12.14
_1889_,12.12
_2998_,12.1
_2142_,12.08
_1780_,12.065
v_in0[0],12.04
w_in_flat[0],12.04
net143,12.04
_0479_,12.02
_0860_,12.02
_2156_,12.02
_2536_,12.02
_2543_,12
net81,12
_1354_,11.98
_1488_,11.98
_2210_,11.96
u_pe_array.u_fifo1.buffer\[4\]\[1\],11.96
_0267_,11.94
psum_out1[6],11.94
u_pe_array.u_fifo1.buffer\[6\]\[5\],11.925
_0612_,11.92
_2065_,11.92
_2042_,11.9
u_pe_array.u_fifo2.buffer\[5\]\[0\],11.9
_1866_,11.88
_1946_,11.86
_1963_,11.86
_2035_,11.86
_2123_,11.86
net153,11.86
_2120_,11.84
_2155_,11.84
_0112_,11.8
_0882_,11.8
_2801_,11.8
_2691_,11.78
u_pe_array.u_fifo2.buffer\[3\]\[2\],11.78
u_pe_array.u_fifo2.buffer\[7\]\[11\],11.78
_0204_,11.76
_2063_,11.76
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.psum_out\[2\],11.76
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.move_reg\[12\],11.76
_2568_,11.75
_1028_,11.74
_2051_,11.74
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.psum_out\[12\],11.74
_0970_,11.72
u_pe_array.u_fifo1.buffer\[3\]\[10\],11.72
_2417_,11.7
_2806_,11.7
_2358_,11.68
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.move_reg\[8\],11.68
_1457_,11.66
_1821_,11.66
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.psum_out\[0\],11.66
net185,11.66
_1705_,11.64
_2021_,11.64
_2117_,11.64
_2599_,11.64
net425,11.64
u_pe_array.u_fifo1.buffer\[2\]\[0\],11.635
_3028_,11.62
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.move_reg\[6\],11.62
_1076_,11.58
_2719_,11.58
_2922_,11.56
_3312_,11.55
_0835_,11.54
_0940_,11.54
_1671_,11.54
_2115_,11.54
_1185_,11.52
_2246_,11.52
net181,11.52
_0199_,11.5
_2967_,11.5
_1575_,11.48
_3213_,11.48
_2259_,11.46
_1385_,11.45
v_in1[0],11.43
_3043_,11.42
u_pe_array.u_fifo1.buffer\[8\]\[5\],11.42
u_pe_array.u_fifo2.buffer\[7\]\[4\],11.42
_1904_,11.38
_1736_,11.37
_0012_,11.36
_0020_,11.36
u_fsm.h_cnt\[1\],11.36
u_pe_array.u_fifo2.buffer\[0\]\[0\],11.36
net579,11.34
_0110_,11.32
_1091_,11.32
_3292_,11.32
net654,11.32
_1111_,11.3
_2644_,11.3
net321,11.3
_2061_,11.295
_0615_,11.285
_1679_,11.28
_2952_,11.27
_1223_,11.26
psum_out0[5],11.26
u_pe_array.u_fifo2.buffer\[3\]\[8\],11.26
net619,11.24
_0477_,11.22
_2224_,11.22
_2410_,11.22
_2493_,11.22
u_pe_array.u_fifo1.buffer\[2\]\[1\],11.22
_1072_,11.2
_2474_,11.2
u_pe_array.u_fifo2.buffer\[3\]\[5\],11.2
_2301_,11.18
u_pe_array.u_fifo2.buffer\[4\]\[3\],11.18
_1155_,11.16
_1953_,11.16
_2462_,11.16
v_in0[2],11.14
_1755_,11.12
_1855_,11.12
_3257_,11.12
net336,11.12
_0924_,11.08
_1067_,11.08
_1169_,11.08
_1860_,11.08
u_pe_array.u_fifo1.buffer\[8\]\[4\],11.08
net655,11.08
net795,11.08
_1438_,11.04
_0320_,11.02
_0322_,11.02
h_in1[4],11.02
_2395_,11
_2453_,11
net570,10.98
_0781_,10.96
_1057_,10.96
_2227_,10.96
net129,10.96
net671,10.94
_0967_,10.92
_1008_,10.92
_2484_,10.92
_1919_,10.9
net582,10.9
net84,10.89
_1850_,10.88
_2700_,10.88
u_pe_array.u_fifo2.buffer\[8\]\[4\],10.88
_1015_,10.86
_1410_,10.86
_1990_,10.86
_2868_,10.86
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.move_reg\[9\],10.86
_0167_,10.84
_0815_,10.84
u_pe_array.u_fifo2.buffer\[3\]\[4\],10.84
net296,10.84
_2953_,10.825
_1087_,10.82
_1419_,10.82
_0284_,10.8
_1272_,10.8
_2226_,10.8
u_pe_array.u_fifo2.buffer\[2\]\[1\],10.8
u_pe_array.u_fifo2.buffer\[6\]\[9\],10.8
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.move_reg\[6\],10.79
_0537_,10.785
_0862_,10.78
_1933_,10.78
net643,10.78
net811,10.78
_1086_,10.76
_1858_,10.76
_1411_,10.74
_2316_,10.74
_3183_,10.74
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.move_reg\[8\],10.74
_0985_,10.72
_2066_,10.72
_1838_,10.7
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.move_reg\[11\],10.7
_2205_,10.68
_2843_,10.68
_1393_,10.66
_1670_,10.66
_2673_,10.66
v_in0[5],10.66
w_in_flat[1],10.66
w_in_flat[3],10.66
net338,10.66
net606,10.66
net788,10.66
_0564_,10.645
_0973_,10.64
_1706_,10.62
_2396_,10.62
_2886_,10.62
_2893_,10.62
_3054_,10.62
_1178_,10.6
_1882_,10.6
_0839_,10.58
net661,10.58
_3259_,10.56
_3392_,10.56
net94,10.56
net697,10.56
_1424_,10.52
_2769_,10.52
_3070_,10.52
_3082_,10.52
_1287_,10.5
_1879_,10.5
_1943_,10.5
_2157_,10.5
_1565_,10.46
_1630_,10.46
_1754_,10.46
_2326_,10.46
_2525_,10.46
net831,10.46
_0255_,10.44
_0294_,10.44
_0908_,10.44
h_in1[1],10.43
_2124_,10.42
_1141_,10.4
_3061_,10.4
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.move_reg\[10\],10.4
_1290_,10.38
_1495_,10.38
_2086_,10.36
_0413_,10.34
_1277_,10.34
_0287_,10.32
_1479_,10.32
_2132_,10.32
_2787_,10.32
_0933_,10.3
_3019_,10.3
_0757_,10.28
_1886_,10.28
_2372_,10.28
u_pe_array.u_fifo2.buffer\[8\]\[2\],10.28
_2817_,10.26
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.move_reg\[8\],10.24
_0584_,10.225
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.psum_out\[6\],10.22
u_pe_array.u_fifo1.buffer\[2\]\[4\],10.205
_1867_,10.2
net753,10.2
net770,10.2
_0923_,10.18
_2507_,10.18
_2756_,10.16
_3158_,10.16
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.move_reg\[12\],10.16
net738,10.16
_0262_,10.12
_2317_,10.12
_2622_,10.12
_2781_,10.12
_2896_,10.12
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.move_reg\[9\],10.12
_2615_,10.1
_3335_,10.1
psum_out1[7],10.1
net567,10.1
net745,10.1
_2234_,10.09
u_pe_array.u_fifo1.buffer\[6\]\[2\],10.085
_2440_,10.08
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.move_reg\[10\],10.08
_0144_,10.06
net96,10.06
net689,10.06
_1180_,10.04
_3298_,10.04
clknet_leaf_84_clk,10.04
net82,10.04
net786,10.04
_0434_,10
_1237_,10
_1372_,10
_2647_,10
_0136_,9.98
_0278_,9.98
_2475_,9.98
_2636_,9.97
_1218_,9.96
_2757_,9.96
u_pe_array.u_fifo2.buffer\[7\]\[3\],9.96
_2514_,9.95
_0024_,9.94
_0891_,9.94
_2556_,9.94
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.move_reg\[10\],9.94
net90,9.94
_0962_,9.93
_1247_,9.92
_3067_,9.92
_1038_,9.9
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.psum_out\[12\],9.9
u_pe_array.u_fifo2.buffer\[0\]\[12\],9.9
_1402_,9.88
_1680_,9.88
_1974_,9.88
_2005_,9.88
psum_out0[4],9.88
_0521_,9.865
_1221_,9.86
_1750_,9.86
_2461_,9.86
net686,9.86
_2184_,9.84
_3315_,9.84
_1162_,9.82
_2272_,9.82
_3078_,9.82
_3094_,9.82
_3363_,9.82
u_pe_array.u_fifo2.buffer\[0\]\[4\],9.82
net254,9.82
net316,9.82
net618,9.82
net707,9.82
_0971_,9.8
_0847_,9.78
_0921_,9.78
_2365_,9.78
_2870_,9.78
u_pe_array.u_fifo1.buffer\[0\]\[3\],9.78
net297,9.78
_2277_,9.765
w_in_flat[2],9.74
net335,9.74
_2379_,9.72
_0871_,9.7
_1433_,9.7
_2255_,9.7
_3030_,9.7
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.move_reg\[8\],9.7
net423,9.7
net747,9.7
_0198_,9.66
_0427_,9.66
_1893_,9.66
_3071_,9.66
_0165_,9.64
_0301_,9.64
_0418_,9.64
_0857_,9.64
_1310_,9.64
_1510_,9.64
psum_out1[9],9.64
v_in1[2],9.64
v_in1[5],9.64
_2033_,9.62
u_pe_array.u_fifo1.buffer\[8\]\[0\],9.62
_1197_,9.6
_2377_,9.6
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.move_reg\[7\],9.6
_2504_,9.595
_1612_,9.58
_2019_,9.58
_2166_,9.58
_2824_,9.58
u_pe_array.u_fifo2.buffer\[1\]\[1\],9.58
_2993_,9.57
_2211_,9.56
_0245_,9.54
_2640_,9.54
h_in0[4],9.53
_0192_,9.52
_0266_,9.52
_0417_,9.52
_0963_,9.52
_3226_,9.52
_2133_,9.5
_2502_,9.5
_2949_,9.5
_1259_,9.48
_1302_,9.48
_2388_,9.48
_3007_,9.46
_1308_,9.45
_0649_,9.445
_0697_,9.445
net358,9.44
_1007_,9.42
_0029_,9.4
_3024_,9.4
h_in0[0],9.4
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.move_reg\[10\],9.4
net639,9.4
_2091_,9.38
_2522_,9.38
_2595_,9.36
u_pe_array.u_fifo1.buffer\[0\]\[0\],9.36
net772,9.36
_2442_,9.34
_2948_,9.34
_3349_,9.32
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.w_reg\[1\],9.32
net302,9.32
net583,9.32
_0884_,9.3
_2840_,9.3
_0775_,9.28
_2827_,9.28
_2972_,9.28
u_pe_array.u_fifo1.buffer\[7\]\[4\],9.28
u_pe_array.u_fifo2.buffer\[3\]\[0\],9.28
_1041_,9.26
_1430_,9.26
net313,9.26
net680,9.26
_0504_,9.24
_0820_,9.24
_1569_,9.24
_2235_,9.24
_2643_,9.24
u_pe_array.u_fifo1.buffer\[7\]\[2\],9.24
net173,9.24
net696,9.24
_0272_,9.225
_0515_,9.225
_0532_,9.225
_1314_,9.22
_2749_,9.22
net451,9.22
_0946_,9.2
_2495_,9.2
_2762_,9.16
net182,9.16
net261,9.16
_2131_,9.14
_2171_,9.14
net699,9.14
_0898_,9.12
_1544_,9.12
_1880_,9.12
_2078_,9.12
_2899_,9.1
u_pe_array.u_fifo1.buffer\[8\]\[2\],9.1
_0540_,9.085
_0030_,9.08
_0075_,9.08
_0077_,9.08
_0608_,9.08
_2705_,9.08
_2970_,9.08
_3301_,9.08
net142,9.08
_0454_,9.06
_2241_,9.06
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.move_reg\[6\],9.06
net675,9.06
_1030_,9.04
_2838_,9.04
_3217_,9.04
u_pe_array.u_fifo2.buffer\[8\]\[5\],9.04
_0398_,9.02
_0817_,9.02
_0874_,9.02
_1506_,9.02
_2058_,9.02
_3200_,9.02
_3244_,9.02
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.move_reg\[11\],9.02
net421,9.02
_1109_,9.015
_1198_,9
_2631_,9
_0098_,8.98
_2047_,8.98
_2293_,8.98
_3169_,8.98
net801,8.98
_1309_,8.96
_1720_,8.96
_2408_,8.96
_3084_,8.96
_3386_,8.96
psum_out1[0],8.96
psum_out1[11],8.96
_2329_,8.945
u_pe_array.u_fifo1.buffer\[6\]\[0\],8.945
_0395_,8.94
_1942_,8.94
_2052_,8.94
_3036_,8.94
net277,8.94
net342,8.94
_1211_,8.92
_1915_,8.92
_0752_,8.9
_1450_,8.9
_3004_,8.9
_3113_,8.9
u_pe_array.u_fifo1.buffer\[5\]\[4\],8.9
net356,8.9
_0872_,8.88
_1568_,8.88
_2160_,8.88
_1827_,8.86
_2915_,8.86
_3230_,8.86
net273,8.86
net531,8.86
_0784_,8.84
h_in0[5],8.84
v_in0[4],8.84
_0668_,8.825
_2540_,8.825
_1156_,8.82
_1582_,8.82
_2584_,8.82
net330,8.82
_3281_,8.8
u_pe_array.u_fifo2.buffer\[1\]\[2\],8.8
_0951_,8.78
_2390_,8.78
_2562_,8.78
net77,8.78
net166,8.78
net398,8.78
net505,8.78
_2353_,8.76
u_pe_array.u_fifo2.buffer\[6\]\[3\],8.76
_0164_,8.74
_0355_,8.74
_1253_,8.74
w_in_flat[6],8.73
_0419_,8.72
_0452_,8.72
_0794_,8.72
_0936_,8.72
v_in1[1],8.72
w_in_flat[4],8.72
net123,8.72
net672,8.72
net769,8.72
net776,8.72
u_pe_array.u_fifo1.buffer\[6\]\[4\],8.705
_1250_,8.7
_1362_,8.7
_2491_,8.7
net510,8.7
_0006_,8.68
_1179_,8.68
_2380_,8.68
_2422_,8.68
_1351_,8.66
_1692_,8.66
_1727_,8.66
_2742_,8.66
_0360_,8.62
_1062_,8.62
_1646_,8.62
v_in1[3],8.61
_1412_,8.6
_1519_,8.6
_2103_,8.6
_3352_,8.6
net829,8.6
net830,8.6
_0859_,8.58
_0893_,8.58
_0977_,8.58
_1592_,8.58
_2765_,8.58
u_pe_array.u_fifo1.buffer\[1\]\[5\],8.58
net132,8.58
_1501_,8.565
_0078_,8.56
_0099_,8.56
_1475_,8.56
_1760_,8.56
_3371_,8.56
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.move_reg\[11\],8.56
_2770_,8.55
_2664_,8.54
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.move_reg\[9\],8.54
u_pe_array.u_fifo1.buffer\[6\]\[9\],8.54
u_pe_array.u_fifo2.buffer\[1\]\[3\],8.54
_0643_,8.525
_1932_,8.52
_2732_,8.52
_3202_,8.52
_3338_,8.52
_1578_,8.5
u_pe_array.u_fifo1.buffer\[8\]\[9\],8.5
h_in1[0],8.49
_2295_,8.48
_2371_,8.48
_2665_,8.48
_2947_,8.48
_3415_,8.48
_1047_,8.46
_1361_,8.46
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.move_reg\[9\],8.46
net130,8.46
_1071_,8.44
_1805_,8.44
_2995_,8.44
_3209_,8.44
u_pe_array.u_fifo1.buffer\[7\]\[0\],8.44
net116,8.44
net224,8.44
net467,8.44
net664,8.44
_1449_,8.42
_2300_,8.42
_3163_,8.42
_1659_,8.4
_2148_,8.4
_3367_,8.4
_3435_,8.4
_3319_,8.38
_3059_,8.37
_0486_,8.365
_3102_,8.36
net669,8.36
_1771_,8.355
_0104_,8.34
_0106_,8.34
_1033_,8.34
_2237_,8.34
_2545_,8.34
_2905_,8.34
_3192_,8.34
net529,8.34
_1773_,8.32
_2099_,8.32
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.w_buffer\[1\],8.32
_1740_,8.3
_3339_,8.3
net304,8.3
_0331_,8.28
_0348_,8.28
_0455_,8.28
_0611_,8.28
_1987_,8.28
v_in1[4],8.27
_0347_,8.26
_1146_,8.26
_2979_,8.26
psum_out0[10],8.26
psum_out0[12],8.26
psum_out0[2],8.26
psum_out0[9],8.26
net644,8.26
_0160_,8.24
_1053_,8.24
_1274_,8.24
_1878_,8.24
_2219_,8.24
_3353_,8.24
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.move_reg\[9\],8.24
net688,8.24
_2497_,8.22
h_in1[5],8.22
net183,8.22
net446,8.22
net694,8.22
_0892_,8.2
_0958_,8.2
_1674_,8.2
_1927_,8.2
_2031_,8.2
_2242_,8.2
_0526_,8.185
_0162_,8.18
_0798_,8.18
_2620_,8.18
_2944_,8.18
_0036_,8.16
_0054_,8.16
_0076_,8.16
_0195_,8.16
_0238_,8.16
_0241_,8.16
_0288_,8.16
_0319_,8.16
_1490_,8.16
_3291_,8.16
_3303_,8.16
net122,8.16
net204,8.16
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.move_reg\[6\],8.14
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.move_reg\[6\],8.14
u_pe_array.u_fifo1.buffer\[3\]\[5\],8.14
net156,8.14
_1513_,8.12
_1951_,8.12
_2566_,8.12
u_pe_array.u_fifo1.buffer\[0\]\[2\],8.12
net750,8.12
_0313_,8.1
_1174_,8.1
_1416_,8.1
_1486_,8.1
_1842_,8.1
_2616_,8.1
_2919_,8.1
_3218_,8.1
_3326_,8.1
_3356_,8.1
net80,8.1
_3141_,8.08
_0981_,8.06
_1021_,8.06
u_pe_array.u_fifo1.buffer\[5\]\[12\],8.06
_1401_,8.04
_1651_,8.04
_1967_,8.04
_2581_,8.04
_2891_,8.04
net401,8.04
net585,8.04
_1099_,8.03
_0203_,8.02
_0328_,8.02
_1628_,8.02
_1718_,8.02
_1784_,8.02
_2510_,8.02
u_pe_array.u_fifo1.buffer\[8\]\[3\],8.02
net616,8.02
net790,8.02
_1366_,8
_2443_,8
_2930_,8
_1480_,7.98
_1724_,7.98
_1941_,7.98
_2004_,7.98
_2451_,7.98
_2459_,7.98
_2721_,7.98
_2884_,7.98
u_pe_array.u_fifo2.buffer\[3\]\[3\],7.98
u_pe_array.u_fifo2.buffer\[5\]\[5\],7.98
_1602_,7.96
_1715_,7.96
_2684_,7.96
net537,7.96
_0774_,7.94
net290,7.94
h_in0[1],7.93
_1235_,7.92
_1329_,7.92
_1683_,7.9
_1888_,7.9
_2613_,7.9
_2959_,7.9
u_pe_array.u_fifo2.buffer\[7\]\[2\],7.88
_0610_,7.86
_1538_,7.86
_2445_,7.86
_2737_,7.86
_3107_,7.86
_0392_,7.84
_1813_,7.84
_3152_,7.84
_0384_,7.82
_0449_,7.82
_1158_,7.82
net796,7.82
h_in1[3],7.81
_1908_,7.8
_1959_,7.8
net659,7.8
psum_out1[4],7.79
_1010_,7.78
_2164_,7.78
_2170_,7.78
_2172_,7.78
_2882_,7.78
_3021_,7.78
_3023_,7.78
net821,7.78
_2072_,7.775
_0496_,7.76
_1035_,7.76
_1100_,7.76
_1404_,7.76
u_pe_array.u_fifo2.buffer\[8\]\[3\],7.74
net323,7.74
net526,7.74
_1664_,7.72
_2699_,7.72
net244,7.72
_1374_,7.7
u_pe_array.u_fifo1.buffer\[3\]\[9\],7.7
_1703_,7.695
net638,7.69
_0242_,7.68
_0339_,7.68
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.w_buffer\[1\],7.68
u_pe_array.u_fifo1.buffer\[6\]\[6\],7.68
u_pe_array.u_fifo2.buffer\[4\]\[8\],7.68
u_pe_array.u_fifo2.buffer\[7\]\[6\],7.68
_1429_,7.66
_1593_,7.66
_2923_,7.66
net464,7.66
_1163_,7.64
_1214_,7.64
_1423_,7.64
_1463_,7.64
_1728_,7.64
_1807_,7.64
_1823_,7.64
_2030_,7.64
_2215_,7.64
