net,length_um
clknet_leaf_46_clk,40.74
_2354_,40.46
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.act_val\[0\],40.44
u_pe_array.act_from_up\[6\]\[4\],40.38
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.move_reg\[8\],40.28
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.psum_out\[8\],40.24
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.psum_out\[3\],40.215
_0956_,40.16
_2977_,39.94
_1295_,39.74
u_pe_array.act_from_right\[2\]\[7\],39.72
_3439_,39.62
u_pe_array.act_from_up\[4\]\[9\],39.46
net189,39.38
_2375_,39.28
_3365_,39.06
u_pe_array.u_fifo2.wr_ptr\[2\],38.98
net279,38.98
net40,38.9
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.psum_out\[12\],38.86
u_pe_array.u_fifo2.count\[0\],38.84
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.act_val\[0\],38.82
u_pe_array.u_fifo1.buffer\[1\]\[4\],38.64
_2726_,38.56
_2648_,38.44
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.act_val\[0\],38.385
_1257_,38.38
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.move_reg\[10\],38.28
clknet_leaf_19_clk,38.22
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.psum_out\[10\],38.2
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.act_val\[5\],38.18
u_pe_array.act_from_right\[13\]\[2\],38.16
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.act_val\[0\],38.1
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.move_reg\[8\],37.86
u_pe_array.act_from_right\[13\]\[12\],37.78
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.psum_out\[5\],37.66
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.psum_out\[6\],37.64
u_pe_array.u_fifo1.wr_ptr\[1\],37.64
u_pe_array.u_fifo1.buffer\[1\]\[0\],37.58
_1293_,37.48
_2851_,37.44
u_pe_array.u_fifo2.count\[2\],37.22
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.psum_out\[2\],37.12
_3303_,37.06
_1945_,37.04
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.act_val\[4\],36.98
net31,36.98
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.psum_out\[5\],36.82
_2870_,36.76
net183,36.64
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.move_reg\[12\],36.59
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.act_val\[0\],36.48
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.psum_out\[3\],36.46
net8,36.46
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.psum_out\[6\],36.4
net132,36.38
_2589_,36.36
_2788_,36.36
_2194_,36.24
_1299_,36.14
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.psum_out\[2\],36.14
net676,36.12
_2532_,36.08
net181,36.04
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.act_val\[3\],36
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.psum_out\[4\],35.94
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.psum_out\[3\],35.92
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.move_reg\[8\],35.84
_0961_,35.68
_1700_,35.66
_0960_,35.6
_2856_,35.6
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.psum_out\[3\],35.58
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.psum_out\[3\],35.5
u_pe_array.act_from_right\[5\]\[3\],35.48
_1837_,35.46
_2362_,35.34
_2494_,35.24
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.act_val\[5\],35.22
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.psum_out\[6\],35.2
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.psum_out\[11\],35.14
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.psum_out\[1\],35.02
_2361_,34.98
_2663_,34.84
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.psum_out\[9\],34.82
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.move_reg\[8\],34.8
u_pe_array.act_from_down\[11\]\[4\],34.64
_0916_,34.48
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.psum_out\[12\],34.4
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.psum_out\[3\],34.38
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.move_reg\[8\],34.32
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.psum_out\[2\],34.29
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.act_val\[3\],34.12
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.psum_out\[11\],34.02
_2418_,34
_2334_,33.99
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.act_val\[2\],33.96
_2697_,33.94
_2782_,33.92
u_pe_array.u_fifo2.count\[1\],33.92
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.psum_out\[12\],33.9
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.psum_out\[10\],33.88
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.act_val\[5\],33.87
_2333_,33.865
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.act_val\[5\],33.76
_2598_,33.64
u_pe_array.act_from_up\[6\]\[10\],33.62
u_pe_array.u_fifo1.wr_ptr\[2\],33.605
u_pe_array.act_from_up\[4\]\[10\],33.54
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.act_val\[0\],33.54
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.psum_out\[5\],33.5
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.psum_out\[10\],33.5
u_pe_array.u_fifo1.count\[2\],33.46
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.psum_out\[1\],33.315
_1542_,33.28
_2469_,33.28
u_pe_array.u_fifo1.buffer\[8\]\[4\],33.28
_1050_,33.22
u_pe_array.act_from_right\[13\]\[11\],33.08
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.psum_out\[6\],33.08
u_pe_array.act_from_down\[3\]\[2\],32.96
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.psum_out\[5\],32.96
_1687_,32.82
net110,32.78
net578,32.7
_1406_,32.66
u_pe_array.act_from_down\[1\]\[2\],32.62
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.move_reg\[6\],32.46
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.act_val\[2\],32.44
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.psum_out\[4\],32.39
net12,32.36
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.act_val\[2\],32.28
_1144_,32.26
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.act_val\[4\],32.26
_3263_,32.235
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.psum_out\[5\],32.2
_2571_,32.16
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.psum_out\[9\],32.16
_3082_,32.1
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.psum_out\[10\],32.095
u_pe_array.act_from_up\[4\]\[8\],32.06
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.psum_out\[2\],32.06
_3047_,31.95
net179,31.86
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.psum_out\[8\],31.85
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.psum_out\[2\],31.82
u_pe_array.u_fifo2.count\[3\],31.8
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.psum_out\[2\],31.64
_2111_,31.56
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.psum_out\[4\],31.56
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.psum_out\[1\],31.56
net407,31.56
net151,31.54
_1296_,31.48
_1187_,31.44
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.psum_out\[10\],31.385
_2338_,31.325
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.psum_out\[4\],31.32
u_pe_array.act_from_down\[3\]\[4\],31.12
_2059_,30.92
net102,30.815
_3275_,30.68
_2332_,30.64
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.psum_out\[4\],30.58
_2460_,30.54
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.psum_out\[3\],30.5
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.psum_out\[1\],30.46
u_pe_array.act_from_right\[13\]\[10\],30.42
_0917_,30.38
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.psum_out\[2\],30.37
net137,30.36
net412,30.36
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.psum_out\[10\],30.305
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.psum_out\[6\],30.245
_2294_,30.2
u_pe_array.act_from_right\[5\]\[1\],30.12
net27,30.06
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.act_val\[1\],30.02
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.move_reg\[11\],30
_1962_,29.98
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.psum_out\[11\],29.98
_2705_,29.96
_1740_,29.94
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.psum_out\[9\],29.92
_2871_,29.9
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.psum_out\[11\],29.9
_3029_,29.88
_2694_,29.86
u_pe_array.act_from_down\[3\]\[9\],29.86
_2549_,29.84
_2855_,29.82
_2644_,29.78
_2710_,29.78
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.psum_out\[10\],29.78
_2712_,29.76
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.move_reg\[10\],29.76
_3107_,29.74
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.psum_out\[8\],29.72
_1923_,29.66
u_pe_array.act_from_up\[6\]\[12\],29.66
net97,29.65
u_pe_array.act_from_up\[6\]\[5\],29.56
_0860_,29.52
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.psum_out\[3\],29.52
_2901_,29.46
_1671_,29.42
_1340_,29.4
_2495_,29.36
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.psum_out\[1\],29.36
_2297_,29.34
net377,29.24
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.move_reg\[9\],29.2
net168,29.16
_1568_,29.13
_1971_,29.08
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.act_val\[5\],29.04
_2978_,29.02
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.psum_out\[10\],29.02
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.psum_out\[0\],29.02
_2104_,28.84
u_pe_array.u_fifo1.buffer\[8\]\[5\],28.82
u_pe_array.act_from_up\[6\]\[1\],28.8
_3086_,28.78
_2293_,28.72
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.act_val\[5\],28.66
_1839_,28.62
_3324_,28.62
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.psum_out\[11\],28.62
u_pe_array.u_fifo1.buffer\[8\]\[2\],28.6
_2250_,28.54
_3073_,28.54
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.psum_out\[1\],28.53
net719,28.48
_2830_,28.42
net165,28.42
_2347_,28.4
_1266_,28.28
u_pe_array.u_fifo2.wr_ptr\[3\],28.28
_1546_,28.26
_2236_,28.26
_1138_,28.23
_3320_,28.215
_3017_,28.2
net192,28.2
_1677_,28.16
_2200_,28.12
_2102_,28.1
_1630_,28.09
_2714_,28.08
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.psum_out\[2\],28.035
u_pe_array.act_from_down\[9\]\[12\],28.02
u_pe_array.u_fifo1.buffer\[8\]\[0\],28.02
_2331_,27.97
_2312_,27.96
_1076_,27.9
_2348_,27.895
_2417_,27.8
net259,27.74
u_pe_array.act_from_up\[6\]\[11\],27.7
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.psum_out\[2\],27.66
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.psum_out\[12\],27.64
_2852_,27.58
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.psum_out\[5\],27.58
net238,27.58
_1353_,27.56
_2222_,27.56
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.psum_out\[12\],27.42
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.psum_out\[3\],27.32
net383,27.32
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.psum_out\[12\],27.28
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.psum_out\[12\],27.275
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.psum_out\[4\],27.26
_1657_,27.25
_3136_,27.18
net378,27.16
_2859_,27.12
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.psum_out\[6\],27.12
_2751_,27.04
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.psum_out\[2\],27.04
_1511_,27
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.psum_out\[9\],27
net147,27
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.psum_out\[0\],26.95
clknet_leaf_24_clk,26.94
_0235_,26.9
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.act_val\[5\],26.84
_1009_,26.82
u_pe_array.u_fifo1.count\[0\],26.82
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.psum_out\[3\],26.8
u_pe_array.u_fifo1.count\[3\],26.8
net246,26.8
_1846_,26.78
u_pe_array.act_from_down\[1\]\[1\],26.78
_3075_,26.775
_2201_,26.76
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.act_val\[5\],26.72
_2522_,26.7
_3316_,26.67
_2012_,26.64
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.psum_out\[12\],26.6
net328,26.6
_3201_,26.58
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.psum_out\[2\],26.56
net310,26.56
_1679_,26.54
_2278_,26.54
_2552_,26.5
net77,26.48
_1681_,26.42
_1739_,26.3
_1085_,26.28
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.act_val\[1\],26.28
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.psum_out\[5\],26.23
net577,26.18
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.psum_out\[4\],26.14
_2073_,26.02
_2370_,26.02
_3459_,26.02
u_pe_array.act_from_down\[1\]\[3\],26
_1973_,25.93
net435,25.92
_2431_,25.88
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.psum_out\[1\],25.88
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.move_reg\[9\],25.86
_2189_,25.82
net306,25.78
net253,25.68
_1541_,25.62
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.psum_out\[6\],25.62
_1709_,25.585
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.move_reg\[7\],25.58
net375,25.56
_2309_,25.5
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.psum_out\[3\],25.46
_2919_,25.44
_1073_,25.34
u_pe_array.act_from_down\[3\]\[5\],25.32
_1980_,25.28
_3050_,25.28
u_pe_array.u_fifo2.buffer\[6\]\[2\],25.265
net212,25.24
_1783_,25.22
_2711_,25.22
u_pe_array.act_from_down\[3\]\[1\],25.18
_2976_,25.16
_0900_,25.12
_0948_,25
_0894_,24.98
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.move_reg\[8\],24.98
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.psum_out\[3\],24.96
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.psum_out\[1\],24.96
u_fsm.next_state\[1\],24.94
_1742_,24.92
net89,24.92
net484,24.9
u_pe_array.act_from_right\[8\]\[11\],24.88
u_pe_array.act_from_up\[12\]\[9\],24.84
net276,24.82
net91,24.8
_1215_,24.74
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.move_reg\[11\],24.7
_2575_,24.69
_0905_,24.64
_2909_,24.64
_1577_,24.62
u_fsm.cnt\[2\],24.62
_2897_,24.6
_1312_,24.52
_1259_,24.5
_2176_,24.5
_2015_,24.42
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.psum_out\[1\],24.4
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.psum_out\[6\],24.38
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.psum_out\[11\],24.38
_2724_,24.36
_3175_,24.36
net473,24.3
_1521_,24.28
_3214_,24.28
net441,24.22
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.move_reg\[9\],24.21
_1153_,24.16
_3287_,24.16
_2380_,24.02
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.psum_out\[5\],24.02
u_pe_array.act_from_down\[11\]\[0\],24
net335,24
_1828_,23.96
_2384_,23.94
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.move_reg\[8\],23.92
_2607_,23.87
_0959_,23.84
_2079_,23.82
_1027_,23.8
_1691_,23.8
_3154_,23.78
_2600_,23.75
_0174_,23.74
_3483_,23.7
_1199_,23.68
_2792_,23.68
_2999_,23.64
u_pe_array.act_from_up\[4\]\[3\],23.64
u_pe_array.u_fifo1.buffer\[8\]\[3\],23.64
net314,23.52
_1536_,23.48
_2162_,23.46
_2889_,23.46
net860,23.46
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.psum_out\[5\],23.44
_3164_,23.4
_1363_,23.38
_3178_,23.37
u_pe_array.act_from_left\[15\]\[5\],23.3
_3052_,23.28
_3210_,23.26
_1211_,23.255
u_fsm.v_cnt\[2\],23.24
_3216_,23.18
u_pe_array.act_from_right\[10\]\[11\],23.14
_2719_,23.08
_1303_,23.06
u_fsm.ch_cnt\[1\],23.06
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.psum_out\[4\],23.05
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.psum_out\[5\],23.04
_2121_,23.02
_3379_,22.99
u_pe_array.act_from_down\[9\]\[10\],22.98
_3471_,22.97
u_pe_array.act_from_up\[4\]\[11\],22.96
u_pe_array.u_fifo2.buffer\[3\]\[2\],22.96
net75,22.96
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.move_reg\[8\],22.94
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.psum_out\[1\],22.9
_3038_,22.88
_2206_,22.825
_2583_,22.8
net269,22.78
_2553_,22.68
_1255_,22.66
_2244_,22.6
_2767_,22.58
u_pe_array.act_from_right\[8\]\[8\],22.58
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.psum_out\[1\],22.56
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.psum_out\[4\],22.56
_2829_,22.54
_0915_,22.52
u_pe_array.u_fifo1.buffer\[8\]\[1\],22.5
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.psum_out\[12\],22.46
_2741_,22.44
_3382_,22.44
net432,22.44
u_pe_array.act_from_up\[12\]\[2\],22.38
_1150_,22.34
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.psum_out\[5\],22.28
_2570_,22.2
_0909_,22.18
net117,22.18
_2888_,22.12
_3346_,22.1
_2188_,22.06
_3251_,22.06
_1270_,22.04
_2089_,22.005
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.psum_out\[1\],22
net87,22
_3044_,21.99
_2945_,21.98
u_pe_array.u_fifo2.buffer\[1\]\[4\],21.98
_0348_,21.96
_0941_,21.92
_2374_,21.92
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.psum_out\[4\],21.92
net255,21.92
net321,21.92
_1495_,21.9
_3112_,21.9
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.move_reg\[10\],21.88
net54,21.88
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.psum_out\[11\],21.84
net326,21.84
_1397_,21.76
u_pe_array.act_from_up\[4\]\[4\],21.74
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.psum_out\[5\],21.74
_1374_,21.68
net404,21.62
net100,21.56
_0872_,21.48
net747,21.48
_1694_,21.47
_0906_,21.42
_3474_,21.42
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.psum_out\[1\],21.42
net81,21.4
_1588_,21.38
net821,21.36
_2437_,21.34
u_pe_array.u_fifo2.buffer\[3\]\[0\],21.32
net123,21.32
_2473_,21.28
_1665_,21.245
_1101_,21.24
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.move_reg\[6\],21.14
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.psum_out\[11\],21.135
net23,21.12
net337,21.12
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.move_reg\[12\],21.1
_1922_,21.08
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.psum_out\[1\],21.08
_1044_,21.06
u_pe_array.g_pe_row\[2\].g_pe_col\[3\].u_pe.psum_out\[3\],21.06
net465,21.06
u_fsm.cnt\[1\],21.04
_3169_,20.98
_1986_,20.94
_2282_,20.92
u_pe_array.u_fifo2.buffer\[5\]\[2\],20.86
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.psum_out\[3\],20.84
net398,20.82
net417,20.82
_0855_,20.8
_2367_,20.78
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.move_reg\[6\],20.77
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.psum_out\[4\],20.74
_1224_,20.72
u_pe_array.u_fifo2.buffer\[1\]\[1\],20.72
net7,20.7
_1240_,20.62
_2336_,20.62
u_pe_array.act_from_right\[13\]\[3\],20.62
net910,20.62
_3282_,20.595
_2828_,20.59
u_pe_array.g_pe_row\[3\].g_pe_col\[2\].u_pe.psum_out\[0\],20.58
_2815_,20.56
net333,20.56
u_fsm.v_cnt\[1\],20.5
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.act_val\[2\],20.47
u_pe_array.g_pe_row\[1\].g_pe_col\[1\].u_pe.psum_out\[0\],20.46
net403,20.46
_0272_,20.44
_2900_,20.44
_1516_,20.4
u_pe_array.act_from_up\[4\]\[2\],20.36
net319,20.36
u_pe_array.act_from_down\[3\]\[0\],20.34
u_pe_array.u_fifo1.buffer\[5\]\[5\],20.32
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.psum_out\[5\],20.3
_1208_,20.24
_0112_,20.22
_2920_,20.22
u_pe_array.u_fifo2.buffer\[3\]\[5\],20.2
_1361_,20.16
_1852_,20.16
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.act_val\[3\],20.14
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.move_reg\[6\],20.12
net459,20.12
net490,20.1
_1410_,20.06
_1761_,20.04
_3060_,20
_3109_,20
net44,20
_3106_,19.98
_1926_,19.955
_2169_,19.9
_2931_,19.9
_2434_,19.89
_1223_,19.86
_2182_,19.86
net864,19.86
_1911_,19.84
net346,19.84
_2817_,19.82
_3225_,19.82
_1371_,19.78
_1491_,19.78
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.move_reg\[12\],19.78
_2876_,19.74
_3153_,19.74
net287,19.74
_3132_,19.72
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.psum_out\[4\],19.72
net93,19.72
_2125_,19.71
_3299_,19.705
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.psum_out\[0\],19.675
_1251_,19.67
_2068_,19.66
u_pe_array.act_from_up\[4\]\[6\],19.66
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.psum_out\[0\],19.66
_3110_,19.64
_0118_,19.6
net381,19.6
_3027_,19.595
clknet_leaf_105_clk,19.54
_1583_,19.52
_1656_,19.52
_2989_,19.52
_0341_,19.5
_2812_,19.5
_1551_,19.48
_3039_,19.45
_1609_,19.44
_2539_,19.44
_2725_,19.44
_0874_,19.42
_2654_,19.4
_1203_,19.36
_2014_,19.36
u_pe_array.u_fifo2.buffer\[2\]\[2\],19.345
_3093_,19.34
_3301_,19.3
_0991_,19.24
u_pe_array.act_from_down\[1\]\[10\],19.24
_2613_,19.22
_2917_,19.22
_2835_,19.21
_1262_,19.17
_0268_,19.14
_3257_,19.1
_3330_,19.1
u_fsm.v_cnt\[0\],19.08
net49,19.08
_2021_,19.04
_2167_,19.02
u_pe_array.act_from_right\[2\]\[10\],19.02
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.psum_out\[12\],19.02
_1200_,19
net510,19
_3128_,18.98
_2346_,18.96
_1581_,18.93
u_pe_array.g_pe_row\[3\].g_pe_col\[1\].u_pe.psum_out\[0\],18.92
net467,18.92
net693,18.92
_2411_,18.9
_2824_,18.9
net159,18.9
_0863_,18.88
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.psum_out\[3\],18.86
net79,18.84
_2518_,18.83
_2205_,18.775
_0696_,18.74
_3117_,18.72
_3277_,18.72
_1666_,18.68
_2052_,18.68
_1901_,18.66
_2462_,18.62
_1031_,18.6
_3458_,18.6
net116,18.6
net229,18.6
net360,18.6
_1152_,18.56
_2393_,18.56
_0351_,18.5
net511,18.48
net106,18.46
_2677_,18.44
_3468_,18.4
_1702_,18.38
_0898_,18.36
_2470_,18.36
_2880_,18.36
_3477_,18.34
_1934_,18.32
net95,18.32
_1048_,18.28
net98,18.28
u_pe_array.u_fifo1.buffer\[5\]\[1\],18.26
_2786_,18.24
net730,18.24
_1378_,18.22
_1654_,18.22
v_in0[1],18.22
net38,18.2
_2618_,18.18
_2954_,18.18
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.move_reg\[12\],18.16
net198,18.16
_3250_,18.15
_2218_,18.125
net204,18.12
net222,18.12
_1949_,18.1
_2771_,18.1
_1585_,18.08
_3187_,18.08
net355,18.08
u_fsm.cnt\[3\],18.06
net267,18.06
u_pe_array.u_fifo1.buffer\[4\]\[5\],18.05
net177,18.04
_0203_,18.02
_1041_,18
_2454_,18
u_pe_array.act_from_up\[6\]\[2\],18
_2796_,17.98
u_pe_array.u_fifo1.count\[1\],17.94
_3249_,17.92
_1256_,17.9
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.move_reg\[11\],17.9
_1391_,17.88
_1906_,17.88
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.move_reg\[7\],17.88
net53,17.88
u_pe_array.act_from_down\[9\]\[3\],17.86
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.psum_out\[2\],17.86
u_pe_array.u_fifo1.buffer\[1\]\[1\],17.86
_1952_,17.84
_2414_,17.84
net362,17.84
