net,length_um
w_in_flat[4],9.64
net207,9.64
net217,9.64
net905,9.64
u_pe_array.u_fifo1.buffer\[0\]\[4\],9.62
net625,9.62
_0562_,9.6
net838,9.6
_3104_,9.58
_3380_,9.58
net60,9.58
_0194_,9.56
_1321_,9.56
_1586_,9.56
_2083_,9.56
_3462_,9.56
_0232_,9.54
_0801_,9.54
_1042_,9.54
_3189_,9.54
net685,9.54
_0779_,9.525
_0184_,9.52
_0627_,9.52
_0802_,9.52
u_pe_array.act_from_down\[11\]\[9\],9.52
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.move_reg\[11\],9.52
net120,9.52
net216,9.52
net666,9.52
net696,9.52
_1752_,9.5
_2392_,9.5
_2430_,9.5
_2490_,9.5
_3056_,9.5
_1435_,9.48
_1452_,9.48
_3496_,9.48
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.move_reg\[6\],9.48
u_pe_array.u_fifo1.buffer\[3\]\[4\],9.48
_0277_,9.46
_1538_,9.46
_2184_,9.46
_2729_,9.46
_2804_,9.46
_3304_,9.46
_3186_,9.455
_0010_,9.445
_0824_,9.445
_0843_,9.445
_0120_,9.44
_0993_,9.44
_1036_,9.44
_1797_,9.44
_1995_,9.44
_2617_,9.44
_3293_,9.44
_0100_,9.42
_0919_,9.42
_0921_,9.42
_1565_,9.42
_2082_,9.42
net365,9.42
net921,9.42
_2906_,9.415
_3078_,9.41
_0819_,9.405
_0176_,9.4
_0913_,9.4
_2224_,9.4
net325,9.4
net549,9.4
net735,9.4
net772,9.4
net783,9.4
_0008_,9.38
_0137_,9.38
_1140_,9.38
_2404_,9.38
_3014_,9.38
_3389_,9.38
_0418_,9.36
_0532_,9.36
_1467_,9.36
_2737_,9.36
_2891_,9.36
_2927_,9.36
_3338_,9.36
net64,9.36
net781,9.36
u_pe_array.u_fifo1.buffer\[6\]\[5\],9.335
_0009_,9.325
_0886_,9.32
_2032_,9.32
_2878_,9.32
_3123_,9.32
_3166_,9.32
_2178_,9.3
_2441_,9.3
_3449_,9.3
net586,9.3
net656,9.3
_1543_,9.28
_1590_,9.28
_1990_,9.28
net437,9.28
_1455_,9.26
u_pe_array.u_fifo2.buffer\[2\]\[4\],9.26
_0899_,9.24
_1011_,9.24
_1265_,9.24
_1772_,9.24
_1965_,9.24
_2270_,9.24
_3218_,9.24
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.move_reg\[7\],9.24
net449,9.2
net574,9.2
net623,9.2
net664,9.2
net679,9.2
_2883_,9.18
_2938_,9.18
net460,9.18
net485,9.18
net649,9.18
net770,9.18
u_pe_array.u_fifo1.buffer\[6\]\[4\],9.165
_1355_,9.16
_2087_,9.16
_2217_,9.16
_2930_,9.16
_3145_,9.16
net627,9.16
net895,9.16
_0177_,9.14
_0673_,9.14
_1660_,9.14
_1304_,9.12
_1613_,9.12
_2072_,9.12
_2709_,9.12
net244,9.12
_0767_,9.105
_1919_,9.1
u_pe_array.act_from_down\[9\]\[6\],9.1
net920,9.1
_2369_,9.085
_0502_,9.08
_0545_,9.08
_0679_,9.08
_1082_,9.08
_1283_,9.08
_1315_,9.08
_1987_,9.08
_3381_,9.08
_3388_,9.08
net458,9.08
_0034_,9.06
_0142_,9.06
_1676_,9.06
_2035_,9.06
_2107_,9.06
_2246_,9.06
_2605_,9.06
net442,9.06
net554,9.06
net630,9.06
net684,9.06
net885,9.06
_1618_,9.04
_2000_,9.04
_0306_,9.02
_1113_,9.02
_1840_,9.02
_1891_,9.02
_2288_,9.02
_2800_,9.02
_3340_,9.02
_3445_,9.02
_3517_,9.02
_3533_,9.02
u_pe_array.g_pe_row\[0\].g_pe_col\[3\].u_pe.move_reg\[7\],9.02
net557,9.02
net713,9.02
net738,9.02
net755,9.02
_0447_,9
_1779_,9
_3033_,9
u_pe_array.act_from_right\[8\]\[12\],9
_0488_,8.98
net592,8.98
_0861_,8.96
_1747_,8.96
_2345_,8.96
_2669_,8.96
_3278_,8.96
psum_out0[4],8.96
psum_out0[5],8.96
net843,8.96
_0765_,8.945
_0033_,8.94
_0453_,8.94
_1972_,8.94
_1977_,8.94
_2156_,8.94
_2753_,8.94
net140,8.94
net149,8.94
net500,8.94
net589,8.94
net633,8.94
net671,8.94
net886,8.94
_1369_,8.92
_2408_,8.92
_2875_,8.92
_3180_,8.92
u_pe_array.act_from_up\[12\]\[8\],8.92
_0064_,8.9
_1699_,8.9
_2641_,8.9
_2784_,8.9
_3002_,8.9
u_pe_array.u_fifo2.buffer\[7\]\[4\],8.9
net941,8.9
net935,8.88
_0026_,8.86
_1065_,8.86
_1237_,8.86
_1658_,8.86
_2983_,8.86
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.move_reg\[11\],8.86
net214,8.86
_3170_,8.84
h_in0[5],8.84
v_in0[4],8.84
_3076_,8.83
_1178_,8.825
_2245_,8.82
_2443_,8.82
_2550_,8.82
u_pe_array.act_from_right\[5\]\[5\],8.82
net591,8.82
_1500_,8.8
_2874_,8.8
_3535_,8.8
net535,8.8
net672,8.8
net874,8.8
_0019_,8.78
_2806_,8.78
_2868_,8.78
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.move_reg\[8\],8.78
net143,8.78
_0356_,8.765
net213,8.765
_1587_,8.76
_3280_,8.76
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.move_reg\[8\],8.76
net582,8.74
net587,8.74
net896,8.74
_0701_,8.72
h_in1[4],8.72
v_in1[1],8.72
v_in1[5],8.72
net356,8.72
_0514_,8.7
_2834_,8.7
u_pe_array.g_pe_row\[0\].g_pe_col\[1\].u_pe.move_reg\[9\],8.7
_0552_,8.685
_0143_,8.68
_0291_,8.68
_0678_,8.68
_1277_,8.68
_1786_,8.68
u_pe_array.u_fifo1.buffer\[7\]\[0\],8.68
net758,8.68
_2075_,8.66
_0078_,8.64
_1485_,8.64
_2440_,8.64
_2596_,8.63
_3074_,8.62
net228,8.62
net811,8.62
_0099_,8.6
_0180_,8.6
_0275_,8.6
_0602_,8.6
_0738_,8.6
_1413_,8.6
_2214_,8.6
net138,8.6
net507,8.6
net698,8.6
net712,8.6
net729,8.6
net775,8.6
net871,8.6
_0875_,8.58
_1267_,8.58
_1509_,8.58
_1574_,8.58
_2727_,8.58
_0135_,8.56
_0567_,8.56
_0625_,8.56
_1822_,8.56
_2311_,8.56
_2317_,8.56
_2410_,8.56
_2808_,8.56
_3161_,8.56
_3487_,8.56
u_pe_array.act_from_left\[15\]\[3\],8.56
u_pe_array.g_pe_row\[3\].g_pe_col\[0\].u_pe.move_reg\[7\],8.56
u_pe_array.u_fifo1.buffer\[4\]\[4\],8.56
net61,8.56
net258,8.56
net327,8.56
_0764_,8.545
_2065_,8.54
u_pe_array.u_fifo1.buffer\[0\]\[5\],8.54
_0950_,8.52
_0962_,8.52
_1897_,8.52
_1909_,8.52
_0094_,8.5
_1550_,8.5
_3031_,8.5
net139,8.5
net724,8.5
_0632_,8.48
_0876_,8.48
_1249_,8.48
_2117_,8.48
_2158_,8.48
_2269_,8.48
_2630_,8.48
_2803_,8.48
_2921_,8.48
u_pe_array.act_from_right\[10\]\[8\],8.48
net161,8.48
net553,8.48
net556,8.48
net562,8.48
net897,8.48
_3256_,8.47
psum_out0[11],8.47
_1196_,8.46
_2535_,8.46
_3116_,8.46
_0607_,8.445
_1010_,8.44
_1012_,8.44
_1104_,8.44
_1201_,8.44
_2266_,8.44
_2915_,8.44
_2515_,8.42
_2903_,8.42
_1722_,8.41
_1387_,8.4
_2148_,8.4
_2292_,8.4
_1527_,8.38
_2425_,8.38
net624,8.38
net675,8.38
net839,8.38
_0929_,8.36
_1661_,8.36
_2601_,8.36
net701,8.36
_0551_,8.345
_2981_,8.34
_3130_,8.34
net605,8.34
net615,8.34
net653,8.34
net692,8.34
net709,8.34
net716,8.34
_0258_,8.32
u_pe_array.act_from_left\[7\]\[1\],8.32
net200,8.32
_1561_,8.3
_2990_,8.3
_0403_,8.28
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.move_reg\[12\],8.28
net524,8.28
net728,8.28
net736,8.28
_0383_,8.26
_0595_,8.26
_1198_,8.26
_1263_,8.26
_2037_,8.26
net158,8.26
net576,8.26
psum_out1[3],8.25
_1507_,8.24
_1575_,8.24
_1806_,8.24
_2174_,8.24
_2209_,8.24
_2391_,8.24
_2587_,8.24
_0267_,8.22
_0436_,8.22
_1411_,8.22
_1720_,8.22
_2910_,8.22
net391,8.22
net595,8.22
_1710_,8.2
_3291_,8.2
u_pe_array.act_from_up\[4\]\[5\],8.2
_0426_,8.16
_1758_,8.16
_1858_,8.16
_1892_,8.16
_2223_,8.16
_2958_,8.16
_3188_,8.16
_3348_,8.16
_3465_,8.16
net308,8.16
net487,8.16
net797,8.16
_0276_,8.145
_0029_,8.14
_0222_,8.14
_0337_,8.14
_0365_,8.14
_0385_,8.14
_0501_,8.14
_1493_,8.14
_1898_,8.14
_2229_,8.14
_2970_,8.14
_3063_,8.14
_3064_,8.14
u_pe_array.act_from_right\[2\]\[11\],8.14
u_pe_array.act_from_up\[14\]\[6\],8.14
net470,8.14
net531,8.14
net534,8.14
net741,8.14
_1064_,8.135
u_pe_array.u_fifo1.buffer\[2\]\[1\],8.125
_2527_,8.12
_2695_,8.12
_2861_,8.12
_3058_,8.12
_0454_,8.1
_0659_,8.1
_1046_,8.1
_1261_,8.1
_1274_,8.1
_1291_,8.1
_2204_,8.1
_2275_,8.1
_2468_,8.1
_3265_,8.1
net268,8.1
_1034_,8.08
_2608_,8.08
_0755_,8.065
_0836_,8.065
_0486_,8.06
_1268_,8.06
_1292_,8.06
_1608_,8.06
_3281_,8.06
u_pe_array.act_from_left\[7\]\[6\],8.06
_0439_,8.04
_2429_,8.04
_2433_,8.04
psum_out0[0],8.04
psum_out0[8],8.04
psum_out1[0],8.04
psum_out1[11],8.04
psum_out1[5],8.04
_0092_,8.02
_0362_,8.02
_0582_,8.02
_0935_,8.02
_1127_,8.02
_2955_,8.02
_3138_,8.02
u_pe_array.act_from_right\[8\]\[7\],8.02
u_pe_array.u_fifo1.buffer\[1\]\[2\],8.02
net302,8.02
net661,8.02
net669,8.02
net815,8.02
_1617_,8
_1862_,8
_3067_,7.995
_0342_,7.985
net426,7.985
_0973_,7.98
_1137_,7.98
_1253_,7.98
_1562_,7.98
_2105_,7.98
_2247_,7.98
_2300_,7.98
_2659_,7.98
_3043_,7.98
_3404_,7.98
_3436_,7.98
u_pe_array.act_from_down\[1\]\[11\],7.98
net423,7.98
net640,7.98
net642,7.98
_0534_,7.96
_1693_,7.96
net247,7.945
_0090_,7.94
_1602_,7.94
_2483_,7.94
_3516_,7.94
_3015_,7.925
_0296_,7.92
_2534_,7.92
net588,7.92
net651,7.92
net876,7.92
_1706_,7.9
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.move_reg\[7\],7.9
net125,7.9
net145,7.9
net674,7.9
_1817_,7.88
_2863_,7.88
_3137_,7.88
net571,7.88
net575,7.88
net882,7.88
net926,7.88
_3343_,7.87
_1592_,7.86
_3006_,7.86
_3140_,7.86
_3195_,7.86
_3266_,7.86
u_pe_array.act_from_left\[15\]\[2\],7.86
_2747_,7.83
_0315_,7.82
_0598_,7.82
_0631_,7.82
_0710_,7.82
_3222_,7.82
net305,7.82
net583,7.82
net852,7.82
_0030_,7.8
_0069_,7.8
_0089_,7.8
_0971_,7.8
_1217_,7.8
_2937_,7.8
net275,7.8
net847,7.8
_1388_,7.78
_1762_,7.78
_2538_,7.78
_0688_,7.76
_0795_,7.76
_1403_,7.74
_3121_,7.74
u_pe_array.u_fifo2.buffer\[4\]\[3\],7.74
_1782_,7.72
_2027_,7.72
_1313_,7.71
net501,7.7
net572,7.7
_0021_,7.68
_0434_,7.68
_0586_,7.68
_0705_,7.68
_0720_,7.68
_1692_,7.68
_1953_,7.68
_3318_,7.68
u_pe_array.act_from_right\[8\]\[4\],7.68
net430,7.68
net529,7.68
net706,7.68
net782,7.68
net829,7.68
_1488_,7.66
_2914_,7.66
_3325_,7.66
net635,7.66
_2822_,7.64
_3397_,7.64
_3476_,7.64
u_pe_array.act_from_down\[11\]\[3\],7.64
u_pe_array.act_from_down\[1\]\[7\],7.64
_1674_,7.62
u_pe_array.act_from_right\[10\]\[10\],7.62
_0294_,7.6
_1871_,7.58
_2359_,7.58
_1659_,7.56
_1662_,7.56
_1714_,7.56
_2131_,7.56
_2340_,7.56
_2757_,7.56
_2858_,7.56
_3012_,7.56
_3032_,7.56
u_pe_array.act_from_down\[1\]\[6\],7.56
u_pe_array.act_from_right\[5\]\[0\],7.56
net352,7.56
net394,7.56
net580,7.56
net800,7.56
net849,7.56
_1146_,7.54
_1648_,7.54
_2031_,7.54
_2458_,7.54
_3276_,7.54
_0109_,7.525
_0972_,7.52
_1571_,7.52
_1604_,7.52
_1778_,7.52
_1983_,7.52
_2995_,7.52
u_pe_array.act_from_right\[13\]\[5\],7.52
net938,7.52
net939,7.52
_0665_,7.5
_1347_,7.5
_3010_,7.5
_0945_,7.48
_3066_,7.48
_2517_,7.46
_2723_,7.46
net427,7.46
net560,7.46
net710,7.46
net737,7.46
_2054_,7.44
_2424_,7.44
_3092_,7.44
u_pe_array.u_fifo2.buffer\[0\]\[5\],7.44
net369,7.44
net810,7.44
_1767_,7.43
_3105_,7.42
u_pe_array.u_fifo1.buffer\[3\]\[1\],7.42
_2745_,7.4
u_pe_array.act_from_left\[7\]\[3\],7.4
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.move_reg\[11\],7.4
net363,7.4
_2713_,7.36
net332,7.36
net351,7.36
net359,7.36
net416,7.36
net429,7.36
net682,7.36
net837,7.36
net869,7.36
_0680_,7.345
_0402_,7.34
_0689_,7.34
_0992_,7.34
_1351_,7.34
_2738_,7.34
_3025_,7.34
_0047_,7.32
_1079_,7.32
_1102_,7.32
_1623_,7.32
_1738_,7.32
_2038_,7.32
_2039_,7.32
u_pe_array.u_fifo2.buffer\[5\]\[4\],7.32
net343,7.32
_0381_,7.3
_1191_,7.3
_1563_,7.3
net152,7.3
net274,7.3
_1641_,7.28
_3262_,7.26
_2195_,7.25
_0829_,7.245
_1816_,7.24
_2203_,7.24
net748,7.24
net830,7.24
_0017_,7.22
_0437_,7.22
_0893_,7.22
_1149_,7.22
_2163_,7.22
_2264_,7.22
_2966_,7.22
u_pe_array.act_from_right\[8\]\[2\],7.22
net82,7.22
net786,7.22
_2941_,7.2
_3171_,7.2
_0910_,7.19
_2482_,7.19
_0264_,7.18
_0301_,7.18
_0425_,7.18
_0489_,7.18
_0518_,7.18
_0579_,7.18
_0932_,7.18
_1210_,7.18
_1528_,7.18
_1716_,7.18
_1875_,7.18
_2295_,7.18
_2956_,7.18
_2991_,7.18
_3019_,7.18
_3309_,7.18
_3412_,7.18
u_pe_array.act_from_down\[3\]\[8\],7.18
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.move_reg\[7\],7.18
net475,7.18
_0739_,7.16
_1688_,7.16
_1988_,7.16
h_in0[3],7.15
_0460_,7.14
u_pe_array.act_from_down\[11\]\[7\],7.14
u_pe_array.act_from_right\[5\]\[10\],7.14
net194,7.125
_1432_,7.12
_2750_,7.12
_1129_,7.1
_1354_,7.1
_1394_,7.1
_2213_,7.1
_2637_,7.1
_2718_,7.1
_2802_,7.1
_2944_,7.1
_3357_,7.1
net59,7.1
net334,7.1
net634,7.1
_1578_,7.08
_1645_,7.08
_2743_,7.08
_3041_,7.08
_3261_,7.08
net92,7.065
_0000_,7.06
_1708_,7.06
_1784_,7.06
_1948_,7.06
_2116_,7.06
_2459_,7.06
_2581_,7.06
_2651_,7.06
_2794_,7.06
_3283_,7.06
_3434_,7.06
_3451_,7.06
net29,7.06
net477,7.06
_1591_,7.03
_0654_,7.025
_0831_,7.025
_1324_,7.01
_2838_,7.01
_2241_,7
_2579_,7
_2953_,7
net609,7
net670,7
net708,7
_0249_,6.985
_1331_,6.98
_1663_,6.98
_2480_,6.98
_3442_,6.98
net406,6.98
net907,6.98
_0493_,6.96
_1637_,6.96
_2597_,6.96
_3204_,6.96
_1111_,6.94
_2403_,6.94
_2809_,6.94
_3131_,6.94
net565,6.94
net638,6.94
net160,6.9
net248,6.9
net620,6.9
net659,6.9
net704,6.9
_0495_,6.88
_1539_,6.88
_1908_,6.88
_2057_,6.88
_2478_,6.88
net136,6.88
net184,6.88
net284,6.88
net374,6.88
net408,6.88
net530,6.88
net621,6.88
net820,6.88
_0694_,6.86
_1751_,6.86
_1854_,6.86
_2101_,6.86
_2461_,6.86
u_pe_array.g_pe_row\[1\].g_pe_col\[0\].u_pe.move_reg\[7\],6.86
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.move_reg\[10\],6.86
u_pe_array.u_fifo2.buffer\[7\]\[1\],6.86
net169,6.86
_0077_,6.84
_0476_,6.84
_0606_,6.84
_1325_,6.84
_1567_,6.84
_1721_,6.84
_1912_,6.84
_0723_,6.815
_0025_,6.78
_0240_,6.78
_0271_,6.78
_0283_,6.78
_0487_,6.78
_1383_,6.78
_1564_,6.78
_1964_,6.78
_3135_,6.78
net202,6.78
net400,6.78
net785,6.78
net835,6.78
net931,6.78
_1323_,6.76
_1405_,6.76
_1469_,6.76
_1593_,6.76
_1715_,6.76
_1746_,6.76
_2318_,6.76
_2487_,6.76
_2628_,6.76
_2665_,6.76
_3489_,6.76
_3504_,6.76
u_pe_array.act_from_right\[10\]\[5\],6.76
u_pe_array.g_pe_row\[2\].g_pe_col\[1\].u_pe.move_reg\[6\],6.76
net41,6.76
net58,6.76
net338,6.76
net395,6.76
net482,6.76
net643,6.76
net912,6.76
_2043_,6.74
_2137_,6.74
_3515_,6.74
net131,6.74
_0313_,6.72
_0409_,6.72
_0431_,6.72
_0708_,6.72
_0740_,6.72
_1074_,6.72
_1416_,6.72
_1502_,6.72
_1807_,6.72
_2298_,6.72
_2902_,6.72
_3159_,6.72
u_pe_array.act_from_left\[13\]\[6\],6.72
u_pe_array.g_pe_row\[1\].g_pe_col\[3\].u_pe.move_reg\[6\],6.72
u_pe_array.g_pe_row\[2\].g_pe_col\[0\].u_pe.move_reg\[9\],6.72
net733,6.72
_1992_,6.715
_0410_,6.7
_0491_,6.7
_0605_,6.7
_1576_,6.7
u_pe_array.act_from_right\[5\]\[11\],6.7
_0762_,6.685
u_pe_array.u_fifo1.buffer\[2\]\[2\],6.665
_0093_,6.66
_0131_,6.66
_0540_,6.66
_0999_,6.66
_1093_,6.66
_1540_,6.66
_3120_,6.66
_2302_,6.64
_2536_,6.64
_2842_,6.64
_2928_,6.64
u_pe_array.act_from_left\[7\]\[8\],6.64
u_pe_array.act_from_right\[0\]\[6\],6.64
u_pe_array.u_fifo2.buffer\[4\]\[2\],6.64
net537,6.64
net599,6.64
net601,6.64
net816,6.64
_1069_,6.62
_1795_,6.62
u_fsm.next_state\[2\],6.62
_0086_,6.605
_0116_,6.605
_1173_,6.6
_1290_,6.6
_1765_,6.6
_1913_,6.6
_2500_,6.6
_3540_,6.6
_2820_,6.585
h_in0[1],6.55
_0895_,6.54
_1056_,6.54
_2474_,6.54
_2942_,6.54
net740,6.54
net794,6.54
net913,6.54
_0334_,6.52
_0528_,6.52
_0674_,6.52
_0881_,6.52
_1218_,6.52
_1373_,6.52
_1531_,6.52
_1535_,6.52
_1557_,6.52
_2783_,6.52
_3202_,6.52
net776,6.52
_1936_,6.5
_2197_,6.5
_0759_,6.485
_0075_,6.48
_3211_,6.48
net197,6.44
net342,6.44
net415,6.44
net570,6.44
net646,6.44
net743,6.44
_0440_,6.425
_0022_,6.42
_0199_,6.42
_0338_,6.42
_1379_,6.42
_1970_,6.42
_2756_,6.42
net227,6.42
net455,6.42
net462,6.42
net731,6.42
net865,6.42
net883,6.42
_2034_,6.4
_2211_,6.4
_2479_,6.4
u_pe_array.u_fifo2.buffer\[2\]\[0\],6.4
net260,6.4
_0063_,6.38
_0372_,6.38
_0435_,6.38
_1186_,6.38
_1801_,6.38
_2867_,6.38
net313,6.38
_2998_,6.375
_0850_,6.365
_2382_,6.36
_3331_,6.36
net499,6.36
_0095_,6.32
_0263_,6.32
_0446_,6.32
_0618_,6.32
_0619_,6.32
_0706_,6.32
net410,6.32
net555,6.32
_0193_,6.3
_0298_,6.3
_0302_,6.3
_0308_,6.3
_1494_,6.3
_1848_,6.3
_2028_,6.3
_3062_,6.3
_3081_,6.3
_3084_,6.3
_3542_,6.3
u_pe_array.act_from_left\[7\]\[0\],6.3
u_pe_array.g_pe_row\[3\].g_pe_col\[3\].u_pe.move_reg\[6\],6.3
net219,6.3
_0015_,6.28
_1333_,6.28
_1621_,6.28
_1653_,6.28
_2791_,6.28
_3034_,6.28
_3341_,6.28
u_pe_array.u_fifo1.buffer\[7\]\[2\],6.28
u_pe_array.u_fifo2.buffer\[7\]\[2\],6.28
net348,6.28
net440,6.28
_0066_,6.26
_0096_,6.26
_0377_,6.26
_0400_,6.26
_0432_,6.26
_0519_,6.26
_1161_,6.26
_1165_,6.26
_1174_,6.26
_1471_,6.26
_1951_,6.26
_2024_,6.26
_2129_,6.26
_2154_,6.26
_2304_,6.26
_2985_,6.26
_3054_,6.26
_3502_,6.26
_3505_,6.26
u_pe_array.act_from_left\[7\]\[4\],6.26
net336,6.26
net444,6.26
net763,6.26
_1279_,6.24
_2763_,6.24
psum_out0[7],6.23
_0904_,6.21
h_in1[5],6.21
_0984_,6.2
_1130_,6.2
_1183_,6.2
_1318_,6.2
_1460_,6.2
_1841_,6.2
_1942_,6.2
_2045_,6.2
_2279_,6.2
_2422_,6.2
_2739_,6.2
_2971_,6.2
net318,6.2
net545,6.2
net819,6.2
_0081_,6.18
_0878_,6.18
_1068_,6.18
_1334_,6.18
_1956_,6.18
_3213_,6.18
_3527_,6.18
net153,6.18
net504,6.18
net563,6.18
_3199_,6.17
_0014_,6.165
_3368_,6.16
_1095_,6.14
_1176_,6.14
_2041_,6.14
_2503_,6.14
_2584_,6.14
_2772_,6.14
_2843_,6.14
_2974_,6.14
_3425_,6.14
_3447_,6.14
_0250_,6.105
net520,6.105
_1216_,6.08
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.w_out\[1\],6.08
net495,6.08
net579,6.08
net662,6.08
_1642_,6.06
_2358_,6.06
_2400_,6.06
_2774_,6.06
_3098_,6.06
u_pe_array.act_from_left\[5\]\[2\],6.06
net280,6.06
net536,6.06
_2242_,6.04
_2823_,6.04
_3021_,6.04
_3418_,6.04
_0204_,6.02
_1407_,6.02
_2567_,6.02
_0805_,6.005
_1389_,5.98
net130,5.98
net272,5.98
net550,5.98
net759,5.98
net807,5.98
v_in1[4],5.97
_0140_,5.96
_0571_,5.96
_0639_,5.96
_0883_,5.96
_1673_,5.96
_2882_,5.96
_3008_,5.96
net350,5.96
net802,5.96
_0051_,5.94
_0641_,5.94
_1629_,5.94
_1756_,5.94
_2237_,5.94
_2399_,5.94
_2569_,5.94
_2615_,5.94
u_pe_array.g_pe_row\[0\].g_pe_col\[0\].u_pe.move_reg\[9\],5.94
_0119_,5.92
_0281_,5.92
_1103_,5.92
_2893_,5.92
u_pe_array.u_fifo1.buffer\[7\]\[4\],5.92
net464,5.92
net503,5.92
u_pe_array.act_from_right\[0\]\[7\],5.9
_1651_,5.88
h_in1[0],5.87
h_in1[2],5.87
v_in0[3],5.87
_0027_,5.86
_0344_,5.86
_2657_,5.86
_2946_,5.86
_3160_,5.86
_3294_,5.86
net144,5.86
net777,5.86
_0106_,5.84
_0107_,5.84
_0125_,5.84
_0159_,5.84
_0170_,5.84
_0208_,5.84
_0239_,5.84
_0316_,5.84
_0441_,5.84
_0479_,5.84
_0570_,5.84
_0686_,5.84
_0729_,5.84
_0974_,5.84
_1745_,5.84
_1798_,5.84
_2166_,5.84
_2413_,5.84
_2602_,5.84
_2967_,5.84
_3100_,5.84
_3361_,5.84
_3396_,5.84
_3410_,5.84
u_pe_array.act_from_down\[1\]\[4\],5.84
u_pe_array.act_from_right\[5\]\[9\],5.84
u_pe_array.g_pe_row\[0\].g_pe_col\[2\].u_pe.w_out\[1\],5.84
net37,5.84
net166,5.84
net178,5.84
net909,5.84
_0350_,5.82
_1189_,5.82
_1220_,5.82
_1332_,5.82
_2243_,5.82
_2872_,5.82
_0091_,5.8
_0130_,5.8
_0165_,5.8
_0185_,5.8
_0187_,5.8
_0257_,5.8
_0349_,5.8
_0578_,5.8
_0620_,5.8
_0667_,5.8
_1032_,5.8
_1047_,5.8
_1258_,5.8
_1769_,5.8
_2252_,5.8
_3118_,5.8
_3375_,5.8
_3428_,5.8
u_pe_array.act_from_left\[13\]\[2\],5.8
u_pe_array.act_from_left\[5\]\[12\],5.8
u_pe_array.act_from_left\[7\]\[2\],5.8
psum_out0[3],5.77
_1446_,5.75
done,5.75
psum_out1[8],5.75
_0925_,5.74
_1774_,5.74
_2103_,5.74
_2471_,5.74
_3295_,5.74
_3525_,5.74
u_pe_array.u_fifo1.buffer\[0\]\[3\],5.74
net806,5.74
_0201_,5.72
_0903_,5.72
_1412_,5.72
_1707_,5.72
_1979_,5.72
_2572_,5.72
_2827_,5.72
_3243_,5.72
u_pe_array.g_pe_row\[1\].g_pe_col\[2\].u_pe.w_out\[1\],5.72
net129,5.72
net172,5.72
net361,5.72
net639,5.72
_1229_,5.7
_0020_,5.685
_1151_,5.68
_1272_,5.68
_1463_,5.68
_1813_,5.68
_1946_,5.68
_2060_,5.68
_3420_,5.68
_3450_,5.68
_3488_,5.68
_3534_,5.68
u_pe_array.g_pe_row\[2\].g_pe_col\[2\].u_pe.w_out\[1\],5.68
h_in1[3],5.65
_0415_,5.645
rst_n,5.63
_0882_,5.62
_1701_,5.62
_2760_,5.62
_3480_,5.62
net667,5.62
_1219_,5.6
_1415_,5.6
_1556_,5.6
_2948_,5.6
net174,5.6
net379,5.6
_0771_,5.58
_0880_,5.58
_3448_,5.58
_0842_,5.545
_1712_,5.52
net167,5.52
net428,5.52
net451,5.52
net547,5.52
net551,5.52
net552,5.52
net593,5.52
net597,5.52
net608,5.52
net610,5.52
net613,5.52
net617,5.52
net618,5.52
net622,5.52
net657,5.52
net683,5.52
net722,5.52
net746,5.52
net751,5.52
net766,5.52
net809,5.52
net841,5.52
net842,5.52
net844,5.52
net861,5.52
net868,5.52
net937,5.52
_0563_,5.505
_0243_,5.5
_0531_,5.5
_0628_,5.5
_1544_,5.5
_2090_,5.5
_2127_,5.5
net231,5.5
net792,5.5
_0043_,5.48
_1086_,5.48
_2063_,5.48
_2925_,5.48
u_pe_array.u_fifo2.buffer\[5\]\[1\],5.48
net480,5.48
_0417_,5.46
_0681_,5.46
_2545_,5.46
_3045_,5.46
net446,5.46
u_pe_array.u_fifo2.buffer\[4\]\[0\],5.455
_0785_,5.435
v_in1[3],5.41
_0148_,5.4
_0989_,5.4
_1184_,5.4
net387,5.4
net761,5.4
net856,5.4
_2263_,5.39
_1566_,5.385
_0052_,5.38
_0101_,5.38
_0117_,5.38
_0162_,5.38
_0261_,5.38
_0340_,5.38
_0361_,5.38
_0608_,5.38
_0683_,5.38
_0703_,5.38
_0735_,5.38
_1080_,5.38
_1404_,5.38
_1627_,5.38
_2091_,5.38
_2108_,5.38
_2452_,5.38
_2599_,5.38
_2626_,5.38
_2656_,5.38
_2673_,5.38
_2969_,5.38
_2982_,5.38
_3310_,5.38
_3452_,5.38
u_pe_array.act_from_left\[5\]\[9\],5.38
u_pe_array.act_from_left\[7\]\[11\],5.38
u_pe_array.act_from_left\[7\]\[5\],5.38
u_pe_array.act_from_right\[2\]\[3\],5.38
u_pe_array.act_from_right\[5\]\[8\],5.38
net48,5.38
net182,5.38
net203,5.38
net241,5.38
net245,5.38
